id,age,birthdate,gender,name,occupation,portrait_path,phrases,status
809,,,Male,Old Dad,Unknown,/character/809.webp,[],Alive
810,,,Male,Collectible Pants Dude,Clothing store owner,/character/810.webp,['Zoinks! I see you know pants.'],Alive
811,,,Male,Brad,Spokesman for Powersauce,/character/811.webp,[],Alive
812,,,Male,Senator Mendoza,Senator (Secretly runs a drug-cartel),/character/812.webp,[],Deceased
813,,,Female,White-Haired Girl,Student at Springfield Elementary School,/character/813.webp,[],Alive
814,,,Male,Mike Wegman,Counterfeit SalesmanFormerly: SNPP InternMike's Slices Owner,/character/814.webp,['Nobody disrespects Homer Jay Simpson!!!'],Alive
815,,,Male,Billy the Kid,CowboyCriminalMurdererGang Member,/character/815.webp,[],Deceased
816,,,Unknown,Santa's Little Helper,Unknown,/character/816.webp,[],Alive
817,,,Male,Report Card,Student,/character/817.webp,[],Alive
818,,,Male,Ronald Chaporo,Lawyer,/character/818.webp,[],Alive
819,,,Female,Maude Flanders Ghost,Ghost,/character/819.webp,['Are you ready for tales that will shatter your spine and boil your blood!?'],Deceased
820,,,Female,Femailman,Mail Carrier,/character/820.webp,[],Alive
821,,,Male,The Hounds,Unknown,/character/821.webp,['Release the Hounds!'],Alive
822,,,Female,Poonam Nahasapeemapetilon,Unknown,/character/822.webp,['Mommy.'],Alive
823,,,Unknown,Spider-Man,Unknown,/character/823.webp,[],Unknown
824,,,Male,Boy with freckles,Student at Springfield Elementary School,/character/824.webp,[],Alive
825,,,Female,Popular Girl 4,Student at Springfield Elementary School,/character/825.webp,['(Speaking to Lisa) You can replace the tree.'],Alive
826,,,Male,Hubert Wong,2nd Grade Student at Springfield Elementary School,/character/826.webp,['Only a nerdo would know that.'],Alive
827,,,Male,Kyle (3rd Grader),Student at Springfield Elementary,/character/827.webp,[],Alive
828,,,Female,T. R. Francis,Author,/character/828.webp,[],Fictional
829,,,Male,Sirloin Staff,Singing waiters at The Singing Sirloin,/character/829.webp,[],Alive
830,,,Male,Norman Van Horne,Unknown,/character/830.webp,[],Deceased
831,,,Female,Mrs. Mann,Unknown,/character/831.webp,[],Alive
832,,,Male,Barry White (character),Singer,/character/832.webp,[],Deceased
833,,,Male,Yellow Weasel,Student,/character/833.webp,[],Alive
834,,,Female,Main Office Female,Office at Springfield Elementary School,/character/834.webp,[],Alive
835,,,Male,Christopher Walken,Actor,/character/835.webp,[],Unknown
836,,,Male,Handsome Pete,Performer,/character/836.webp,"['Aye, thats Handsome Pete, he dances for nickels!']",Alive
837,,,Male,Mr. Bergstrom,Substitute Teacher,/character/837.webp,"['Im Mr. Bergstrom. Feel free to make fun of my name if you want. Two suggestions are Mr. Nerdstrom and Mr. Boogerstrom.', 'Im sorry, Lisa. Its the life of the substitute teacher. Hes a fraud. Today he wears gym shorts, tomorrow hes speaking French or pretending to know how to run a band saw or God knows what.', 'Goodbye, Lisa, honey! Itll be okay. Just read the note!']",Alive
838,,,Female,Ann Landers,Advice Columnist,/character/838.webp,[],Unknown
839,,,Female,Lizzo,Unknown,/character/839.webp,[],Noncanon
840,,,Female,Zia Simpson,Student,/character/840.webp,"['Gee, Im fine, Mom. Thanks for asking. (Rolls her eyes) Im going online.']",Alive
841,,,Female,Ling Bouvier,None,/character/841.webp,"['Mama.', 'Help me.']",Alive
842,,,Male,Stupid Sexy Flanders,Using a ski Not a job,/character/842.webp,['Feels like Im wearing nothing at all!'],Alive
843,,,Female,Laney Fontaine,Actress,/character/843.webp,[],Alive
844,,,Female,Mother with blonde haired and blue dress,Unknown,/character/844.webp,[],Alive
845,10,,Female,Samantha Stankey,Elementary student,/character/845.webp,['We just moved here from Phoenix. My dad owns a home security company. He came to Springfield because of its high crime rate and lackluster police force. All my friends are back in Phoenix and this town has a weird smell that youre all probably used to... but Im not.'],Alive
846,,,Female,Rose Quimby,Unknown,/character/846.webp,[],Alive
847,,,Female,Tattoo Annie,Tattoo artistJailbird,/character/847.webp,[],Alive
848,,,Unknown,Greyhound Puppies,Unknown,/character/848.webp,[],Alive
849,,,Male,Ali Rudy Vallée,Musical automate,/character/849.webp,[],Alive
850,,,Male,The Collector,Super villain,/character/850.webp,[],Noncanon Deceased
851,,,Female,Kumiko Albertson,Owner of the Android's Dungeon & Baseball Card ShopManga artist,/character/851.webp,[],Alive
852,,,Male,Lombardo,Art Teacher,/character/852.webp,[],Alive
853,,,Male,Half-Bald Worker,Springfield Nuclear Power Plant,/character/853.webp,[],Alive
854,,,Male,Chuck Garabedian,Unknown,/character/854.webp,[],Alive
855,,,Male,Stanley Simpson,Airport bird shooter,/character/855.webp,"['Um, I shoot birds at the airport.']",Alive
856,,,Female,Female Unnamed with brown haired and ring,Unknown,/character/856.webp,[],Alive
857,,,Male,Great Dad,Employee at the Springfield Nuclear Power Plant,/character/857.webp,[],Alive
858,,,Male,Mr. Winfield,Retired Aviator,/character/858.webp,['Why dont you get a haircut you hippie!'],Alive
859,,,Male,Dan Castellaneta,Actor,/character/859.webp,"['Please, dont lean out the tram, sir, you might get hurt.']",Alive
860,,,Male,Number One,Leader of the StonecuttersSecurity Guard at Star Trek Museum,/character/860.webp,"['Tonight we are here to commemorate our glorious societys 1500th anniversary, and in honor of this momentous occasion ... were having ribs!', 'You have become a member of the ancient and noble society of Stonecutters, who since ancient times have always endeavored to shatter the stone of ignorance, to bring forth the light of truth.']",Alive
861,,,Male,Freddy Quimby,Press Secretary,/character/861.webp,"['Its chowder, say it right!']",Alive
862,,,Male,Santa Claus,Holiday Figure,/character/862.webp,[],Alive
863,,,Male,Sid (Duffman),"Duffman, and stripper",/character/863.webp,[],Deceased
864,,,Unknown,Dash Dingo,Unknown,/character/864.webp,[],Fictional
865,,,Female,Mina bin Laden,Unknown,/character/865.webp,[],Alive
866,,,Male,The Human Fly,Daredevil (currently)Postal worker (formerly),/character/866.webp,"['Hello, Human Fly here. Come on, I spent all night dyeing my underwear!']",Alive
867,,,Male,Lewis' lookalike,Student,/character/867.webp,[],Alive
868,,,Male,Steve Mobbs,Founder of MappleOwner of SpringFace,/character/868.webp,"['Greetings! It is I, your insanely great leader, Steve Mobbs.']",Deceased
869,,,Male,Don Brodka,Try-N-Save security guardEx-disciplinarian,/character/869.webp,[],Alive
870,,,Unknown,Bambi,Unknown,/character/870.webp,[],Alive
871,,,Male,Harry Houdini,Magician,/character/871.webp,[],Deceased
872,,,Male,Larry Davis,Lead singer of The Larry Davis Experience,/character/872.webp,[],Alive
873,,,Male,Fat Man (couch gag),Unknown,/character/873.webp,[],Alive
874,,,Male,Boy with glasses,Student,/character/874.webp,['(Handing Moe a drawing) Heres you!'],Alive
875,,,Male,Adolf Hitler,Former Chancellor of Germany,/character/875.webp,[],Deceased
876,,,Male,Sideshow Raheem,Former Assistant to Krusty,/character/876.webp,[],Alive
877,,,Male,Fantastic Dan,Sky-writer,/character/877.webp,[],Unknown
878,,,Female,Vicki Valentine,Dance InstructorFormer child star,/character/878.webp,"['Tappa-tappa-tappa. Tappa-tappa-tappa.', 'Im ever so pissed!', 'Nobody upstages Little Vicki!']",Alive
879,,,Female,Lizzie Borden,Unknown,/character/879.webp,[],Deceased
880,,,Male,Bowl-O-Rama Clerk,Clerk at Barney's Bowlarama,/character/880.webp,[],Alive
881,,,Female,Tanya (student),Student at Springfield Elementary School,/character/881.webp,[],Alive
882,,,Male,Train Driver (couch gag),Unknown,/character/882.webp,[],Alive
883,,,Male,Albert Einstein,Physicist,/character/883.webp,[],Deceased
884,,,Unknown,Clobber Girl,Unknown,/character/884.webp,[],Unknown
885,,,Male,Angry Ricky,Intern at Springfield Nuclear Power Plant (Formely),/character/885.webp,[],Alive
886,,,Female,Gloria (White Christmas Blues),Unknown,/character/886.webp,[],Alive
887,,,Male,JJ Hibbert,Student,/character/887.webp,[],Alive
888,,,Female,"Becky (It's a Mad, Mad, Mad, Mad Marge)",Drive-through employee at Der Krazy Kraut,/character/888.webp,[],Alive
889,,,Unknown,Everyman,Unknown,/character/889.webp,[],Unknown
890,,,Unknown,Frink's Robot Dog,Unknown,/character/890.webp,[],Destroyed Icon
891,,,Male,Taylor Spuckler,Unknown,/character/891.webp,[],Alive
892,,,Male,Jimmy the Scumbag,Telemarketer,/character/892.webp,[],Alive
893,,,Female,Female Twin,Student at Springfield Elementary School,/character/893.webp,[],Alive
894,,,Male,"Howard, Jr.",FloristOwner of Howard's Flowers,/character/894.webp,[],Alive
895,,,Male,Dr. Velimirovic,Plastic surgeon,/character/895.webp,[],Alive
896,,,Male,Pete Spuckler,Retired,/character/896.webp,[],Alive
897,,,Male,Señor Ding Dong,Owner of Señor Ding-Dong's Doorbell Fiesta,/character/897.webp,[],Alive
898,,,Male,Arthur Fortune,Owner of Fortune Megastore department store chain.,/character/898.webp,[],Alive
899,2030,,Female,Titania,Bartender at Juggernauts and Knockers,/character/899.webp,"['You said if I slept with you, I wouldnt have to touch the drunk!']",Alive
900,,,Male,"""Suing"" Simpson Relative","Unemployed, stages car accidents",/character/900.webp,[],Alive
901,,,Female,Grandma with black haired and blue Shirt,Library Springfield (Formerly),/character/901.webp,[],Alive
902,,,Female,Gloria Jailbird,Police Officer,/character/902.webp,[],Alive
903,,,Male,Old Lady Unnamed with Pink dress's Husband,Solider or Army,/character/903.webp,[],Deceased
904,,,Male,LGBT Crowd,Unknown,/character/904.webp,[],Alive
905,,,Male,Walter Hotenhoffer,Owner of Hotenhoffer Pharmaceuticals,/character/905.webp,[],Alive
906,,,Male,Boy with bangs,Student at Springfield Elementary School,/character/906.webp,['(Responding to Bart) It makes Digimon look like Pokémon.'],Alive
907,,,Female,Photo Girl,Student,/character/907.webp,[],Alive
908,49,,Female,Doris Freedman,Cafeteria chef and nurse at Springfield Elementary School,/character/908.webp,"['Dont bitch to me, bossman.']",Alive
909,,,Male,Richard's Grandfather,Unknown,/character/909.webp,[],Alive
910,,,Female,Female Club Hopper 1 (couch gag),Unknown,/character/910.webp,[],Unknown
911,,,Male,Llewellyn Sinclair,Stage DirectorWaiter,/character/911.webp,"['I am not an easy man to work for. When directing Hats Off to Hannukah, I reduced more than one cast member to tears. Did I expect too much from fourth graders? The review Play enjoyed by all speaks for itself.']",Alive
912,,,Male,Ernst,Entertainer,/character/912.webp,[],Alive
913,,,Male,Snow Monster,Unknown,/character/913.webp,[],Alive
914,,,Male,Repo Man 2 (couch gag),Repossession,/character/914.webp,[],Unknown
915,,,Female,Medicine Woman,HealerTherapistEskimo,/character/915.webp,[],Alive
916,,,Female,Gillian,Socialite,/character/916.webp,[],Alive
917,,,Male,Bubbles,Unknown,/character/917.webp,[],Unknown
918,,,Male,Tom Brokaw,Journalist,/character/918.webp,[],Unknown
919,,,Male,Horace Wilcox,"Congressman, (R-Springfield)",/character/919.webp,[],Deceased
920,,,Male,Coach Clay Roberts,Wrestling coach,/character/920.webp,[],Alive
921,,,Male,Sauna User 3 (couch gag),Unknown,/character/921.webp,[],Alive
922,,,Male,Hans (businessman),Businessman,/character/922.webp,[],Alive
923,,,Male,Stradivarius Cain,Spy,/character/923.webp,[],Alive
924,,,Male,Mickey Mouse (Character),Cartoon character,/character/924.webp,[],Fictional
925,,,Male,Male Korean Artist 1 (couch gag),Cartoonist,/character/925.webp,[],Unknown
926,,,Female,Comic Book Girl,Unknown,/character/926.webp,"['Pardon me, but I wish to tender a serious offer for this stack of water-damaged Little Lulus.']",Alive
927,,,Male,Sting (character),MusicianSinger-songwriterMulti-instrumentalistActivistActorPhilanthropist,/character/927.webp,[],Alive
928,,,Male,Waiter 2,Waiter,/character/928.webp,[],Unknown
929,,,Male,Darcy's Baby,Baby,/character/929.webp,[],Alive
930,,,Unknown,Squawky,Unknown,/character/930.webp,[],Deceased
931,,,Male,Maxwell Flinch,Injury lawyer,/character/931.webp,[],Alive
932,,,Male,Manacek,Detective,/character/932.webp,[],Alive
933,,,Male,Rodney Dangerfield (character),Unknown,/character/933.webp,[],Deceased
934,11,,Female,Jenny,Unknown,/character/934.webp,[],Alive
935,,,Male,Barry (Heartbreak Hotel),Unknown,/character/935.webp,[],Alive
936,,,Male,Fat Baby,Unknown,/character/936.webp,[],Alive
937,,,Male,Regis Philbin,TV host,/character/937.webp,[],Deceased
938,,,Male,Herb Powell,InventorBusinessmanCEO of Powell Motors (Formerly),/character/938.webp,"['This is America, and in America, youre never finished as long as you have a brain in your head, because all a man really needs is an idea.', 'Hi, youve reached Herb Powell. Im poor again.', 'Bart, Uncle Herb sounds so formal. Do you think you can call me Unky Herb?', 'As far as Im concerned, I have NO BROTHER!!']",Alive
939,,,Female,Coach Krupt and Mrs. Krupt's daughter,Student at Springfield Elementary School,/character/939.webp,[],Alive
940,,,Male,Geoff Jenkins,Creator of Danger Dog(former)Nickel N' Dime Animation Studio animator (current),/character/940.webp,[],Alive
941,,,Female,Lois Pennycandy,Krusty the Clown's personal assistant,/character/941.webp,[],Alive
942,,,Unknown,Simpson fish,Unknown,/character/942.webp,[],Alive
943,,,Female,Greta Wolfcastle,Student at Springfield Preparatory School,/character/943.webp,"['Sorry, guys, but you two have put me off dating for at least four years.  I think Ill just buckle down and co-produce my Dads movie.']",Alive
944,,,Unknown,Scarlet Tanager,Unknown,/character/944.webp,[],Unknown
945,,,Male,Ozmodiar,Unknown,/character/945.webp,[],Fictional
946,,,Male,Count Fudge-ula,Cereal Mascot,/character/946.webp,[],Deceased
947,,,Male,Fireman 1 (couch gag),Fireman,/character/947.webp,[],Alive
948,,,Female,Gloria Prince,Nuclear technican,/character/948.webp,[],Alive
949,,,Male,Veterinarian,"Veterinarian, Doctor",/character/949.webp,[],Unknown
950,,,Male,Judge Muntz,Judge,/character/950.webp,"['No, Im not Superman; Im a judge. Why, just this morning I sentenced my 46th man to death. Oh... no, 47th.']",Alive
951,,,Male,Gnome in your Home,Child Murderer,/character/951.webp,[],Deceased
952,,,Female,Female bought with brown Hair,Coach Shop Bag and Cashier,/character/952.webp,[],Alive
953,,,Female,Female with Blonde haired and white shirt blue J.M. Haggar,Judge,/character/953.webp,[],Alive
954,,,Female,Rayshelle Peyton,4th Grade teacher at Springfield Elementary School,/character/954.webp,[],Alive
955,,,Male,Gummy Joe,Springfield Nuclear Power Plant employee,/character/955.webp,[],Alive
956,,,Male,Gareth Prince,Stockbroker,/character/956.webp,"['Who are those people?', 'You got greedy, Martin.Step away from those bad kids, Martin.']",Alive
957,,,Female,Homer's high school date,Unknown,/character/957.webp,[],Unknown
958,,,Male,Surly Joe,Construction worker for Surly Joe's Foundation Repair,/character/958.webp,[],Alive
959,,,Female,Hillary Clinton,First LadyPresidential candidate,/character/959.webp,[],Alive
960,,,Female,Martha (robber),Robber,/character/960.webp,[],Alive
961,,,Male,Homer's clones,Unknown,/character/961.webp,[],Noncanon Deceased
962,,,Female,Art teacher,Art teacher  Kent Brockman's assistant,/character/962.webp,[],Alive
963,,,Unknown,Donkey Kong,Unknown,/character/963.webp,[],Fictional
964,,,Male,Justin Bieber,Musician,/character/964.webp,[],Alive
965,,,Female,Ms. Albright,Sunday school teacherOwner of the LaundromatHousewife (presumably),/character/965.webp,['Is a little blind faith too much to ask anyone?'],Alive
966,,,Male,Jack Marley,Former: Nuclear Power Plant workerCurrent: Janitor,/character/966.webp,['Please dont make me retire. This job is what keeps me alive. I never married and my dog is dead.'],Alive
967,,,Male,The Detonator,"Video game master, and teacher",/character/967.webp,[],Alive
968,,,Male,Radioactive Man (character),Unknown,/character/968.webp,['Up and Atom!'],Fictional
969,,,Female,Dr. Hibbert's Second Daughter,Unknown,/character/969.webp,[],Alive
970,,,Female,Maya,Stage magician ,/character/970.webp,[],Alive
971,,,Male,Security Male with Brown Haired,Security,/character/971.webp,[],Alive
972,,,Female,Annette (therapist),Therapist-in-training,/character/972.webp,[],Alive
973,,,Male,Beggar Relative,Beggar,/character/973.webp,[],Alive
974,,,Male,Joey Quimby,Unknown,/character/974.webp,[],Alive
975,,,Male,Avery Mann,Delivery manSuperhero,/character/975.webp,[],Alive
976,,,Male,Buzz Aldrin (character),Astronaut,/character/976.webp,[],Alive
977,,,Female,Angelica Button,Wizard,/character/977.webp,[],Fictional
978,,,Female,Anna Maria D'Amico,Unknown,/character/978.webp,[],Deceased
979,,,Female,Donna's friend,Student at Springfield Elementary,/character/979.webp,[],Alive
980,,,Male,Giuseppe Granfinali,Fireworks pyrotechnic,/character/980.webp,[],Alive
981,,,Female,Girl with ponytail,Student at Springfield Elementary School,/character/981.webp,[],Alive
982,,,Male,Kim Jong-il,Former leader of North Korea,/character/982.webp,[],Deceased
983,,,Male,Unnamed Male with Camera Video and Brown Haired,News Camera Video,/character/983.webp,[],Alive
984,,,Male,Chewbacca,Co-Pilot,/character/984.webp,[],Unknown
985,,,Male,George Meyer (character),Writer (former),/character/985.webp,[],Alive
986,8,,Female,Susan,Student,/character/986.webp,[],Unknown
987,,,Female,Mrs. Vanderbilt,Unknown,/character/987.webp,[],Alive
988,,,Female,Lyla,Buddhist  Worked at a food stand years ago,/character/988.webp,[],Deceased
989,43,,Male,Peter Griffin,Toy makerFishermanBrewery shipping clerk (current),/character/989.webp,"['You know, when I first met you, I thought Hey, this is the funniest guy Ive ever met! I love his town, I love his family, but now, I think I speak for all of us when I say, I am over the Simpsons!']",Alive
990,,,Male,Mr. Vanderbilt,Unknown,/character/990.webp,[],Alive
991,,,Female,Proctor Perkins,Proctor for the Department of Standardized Testing,/character/991.webp,[],Alive
992,,,Male,The Fracker,Supervillain,/character/992.webp,[],Fictional
993,,,Male,Northern Irish Leprechaun,Unknown,/character/993.webp,[],Alive
994,,,Male,Jake the Barber,Barber,/character/994.webp,[],Alive
995,,,Female,Girl playing soccer,Student  Soccer player,/character/995.webp,[],Alive
996,,,Male,Bernie Sanders,Politician,/character/996.webp,[],Alive
997,,,Male,Lugash,Gymnastics Instructor at Lugash's Gym,/character/997.webp,[],Alive
998,,,Male,Kool-Aid Man,Mascot,/character/998.webp,[],Fictional
999,,,Unknown,Tom The Turkey,Unknown,/character/999.webp,[],Alive
1000,,,Unknown,Gamera,Unknown,/character/1000.webp,[],Alive
1001,,,Male,Lisa's Classmate 6,Student at Springfield Elementary School,/character/1001.webp,[],Alive
1002,,,Male,Danny,Student at Springfield Elementary School,/character/1002.webp,[],Alive
1003,,,Male,Knifey Spooney,Unknown,/character/1003.webp,[],Alive
1004,,,Male,Gabbo,TV personality,/character/1004.webp,['Im a bad widdle boy!'],Alive
1005,,,Male,Thomas Pynchon,Author,/character/1005.webp,[],Unknown
1006,,,Male,Joe Namath (Character),Quarterback,/character/1006.webp,[],Alive
1007,,,Male,Nash Castor,TV Host,/character/1007.webp,[],Alive
1008,,,Female,Male with blonde hair and glasses pink jet,Unknown,/character/1008.webp,[],Alive
1009,,,Female,Opal,Talk Show Host,/character/1009.webp,[],Alive
1010,,,Female,Emily Winthrop,Dog Trainer,/character/1010.webp,[],Alive
1011,,,Female,Cienega,TV host,/character/1011.webp,[],Alive
1012,,,Female,Jitney Spuckler,Homeschooled studentFormer star on The Krusty the Clown Show,/character/1012.webp,[],Alive
1013,,,Female,Smug Girl,Student,/character/1013.webp,[],Alive
1014,,,Male,John F. Kennedy,Former President of the United States,/character/1014.webp,[],Deceased
1015,,,Female,Joan Bushwell,Animal Researcher,/character/1015.webp,[],Alive
1016,,,Female,Erin,Ex-soldier,/character/1016.webp,['Stupid clown!'],Alive
1017,,,Unknown,Unicorn Wizard,Unknown,/character/1017.webp,[],Alive
1018,,,Unknown,Geech,Unknown,/character/1018.webp,[],Deceased
1019,,,Male,Defonzo Palmer,Jazz Musician,/character/1019.webp,[],Alive
1020,,,Male,"""Blow the Horn"" Kid",Unknown,/character/1020.webp,[],Alive
1021,,,Unknown,Milhouse's Shih Tzu,Unknown,/character/1021.webp,[],Alive
1022,,,Male,Wallace Brady,Lawyer,/character/1022.webp,[],Alive
1023,,,Male,Darryl Peyton,Oboist,/character/1023.webp,[],Alive
1024,,,Male,Joey Crusher,Hired goon,/character/1024.webp,[],Alive
1025,,,Unknown,Sequelizer,Unknown,/character/1025.webp,"['I, the Sequelizer, can create an infinite number of copies of myself, although each is only 50% as powerful as the one before.']",Unknown
1026,,,Male,Brad Goodman,Self-help guru,/character/1026.webp,[],Alive
1027,,,Male,Count Orlok,Unknown,/character/1027.webp,[],Alive
1028,,,Female,Annette,Squishee supplier,/character/1028.webp,[],Alive
1029,,,Male,Gunter,Entertainer,/character/1029.webp,[],Unknown
1030,,,Male,Ethan Foley,Student,/character/1030.webp,[],Alive
1031,,,Male,Raoul,Unknown,/character/1031.webp,[],Alive
1032,,,Unknown,The Beatles,Unknown,/character/1032.webp,[],Unknown
1033,,,Male,Werewolf Flanders,Unknown,/character/1033.webp,[],Alive
1034,,,Female,Lenny Leonard's girlfriend,Unknown,/character/1034.webp,"['Shave up, not down, you idiot!']",Alive
1035,,,Male,Julio Franco,Photographer,/character/1035.webp,[],Alive
1036,,,Male,Dante Calabresi Jr.,Mobster,/character/1036.webp,[],Deceased
1037,,,Male,Grady,Unknown,/character/1037.webp,[],Alive
1038,,,Female,Astrid Weller,Art gallery owner,/character/1038.webp,[],Alive
1039,,,Male,Grim Reaper,Personification of death,/character/1039.webp,[],Alive
1040,,,Male,Mountain Man,Gunman,/character/1040.webp,[],Alive
1041,,,Male,Dr. Lionel Budgie,Veterinarian,/character/1041.webp,[],Alive
1042,,,Male,Warrior Comic Book Guy,Computer game character  Warrior,/character/1042.webp,[],Unknown
1043,,,Male,Gautama Buddha,Founder of Buddhism,/character/1043.webp,[],Deceased
1044,,,Male,WALL·E,Unknown,/character/1044.webp,[],Alive
1045,,,Male,Elton John (character),Musician,/character/1045.webp,[],Alive
1046,,,Female,Charcoal Briquette,Supervillain,/character/1046.webp,[],Fictional
1047,,,Male,John Lennon,Singer,/character/1047.webp,[],Deceased
1048,,1955-04-13,Male,Karl,Homer's Personal Assistant at the Springfield Nuclear Power Plant (formerly),/character/1048.webp,"['I want you to say to yourself I deserve this, I love it, I am Natures greatest miracle!I’ll need three weeks’ vacation and moving expenses.My mother taught me never to kiss a fool!']",Alive
1049,,,Female,Julia (Friends and Family),Unknown,/character/1049.webp,[],Alive
1050,,,Male,Lisa's Classmate 1,Student,/character/1050.webp,[],Alive
1051,,,Female,Jerri Mackleberry,Unknown,/character/1051.webp,"['Marge, since you’re by yourself, would you like to borrow one of my twins?']",Alive
1052,,,Male,Ronaldo (Blame It on Lisa),Actor/Dancer on Teleboobies,/character/1052.webp,[],Alive
1053,,,Male,Orson Welles,Director,/character/1053.webp,[],Deceased
1054,,,Female,Donna,Student at Springfield Elementary,/character/1054.webp,[],Alive
1055,,,Female,Mrs. Carlson,Unknown,/character/1055.webp,['This is terrible!'],Alive
1056,,,Male,Stanley Kubrick,CinematographerEditorFilm directorProducerScreenwriter,/character/1056.webp,[],Deceased
1057,,,Male,Leon Kompowsky,Mental patient,/character/1057.webp,[],Alive
1058,,,Male,Mr. Bont,Secret agent/spy,/character/1058.webp,"['Scorpio, youre totally mad!']",Deceased
1059,,,Male,Dr. Olberman,Scientist at the Springfield Nuclear Power Plant,/character/1059.webp,[],Unknown
1060,,,Female,Cecile Shapiro,Student,/character/1060.webp,[],Alive
1061,,,Male,Brother Faith,Faith Healer,/character/1061.webp,[],Alive
1062,,,Male,Number 2,Leader,/character/1062.webp,['Why did you think a big balloon would stop people?'],Unknown
1063,,,Male,Player 2,Video-game character used by the second player in Super Slugfest,/character/1063.webp,[],Unknown
1064,,,Male,Frosty the Snowman,Snowman,/character/1064.webp,[],Alive
1065,,,Unknown,Poochie,Unknown,/character/1065.webp,"['Catch you on the flip side, dudemeisters! NOT!', 'Hello there, Itchy. I know theres a lot of people who dont like me and wish I would go away and I think we got off on the wrong foot. I know I can come off a little proactive, and for that Im sorry. But if everyone could find a place in their hearts for the little dog nobody wanted I know we can make em laugh and cry till we grow old together.', 'Always stay in character, and no flirting with pretty moms... TO THE EXTREME! ', 'Always recycle... TO THE EXTREME! BUSTED!']",Fictional
1066,,,Male,Bildorf,President Springfield Junipers Golf Club,/character/1066.webp,[],Alive
1067,,,Female,Female Long Haired Brown (tall) Purple Shirt,Principal at Springfield High School,/character/1067.webp,[],Alive
1068,,,Unknown,Princess,Unknown,/character/1068.webp,[],Alive
1069,,,Male,Repo Man 1 (couch gag),Repossession,/character/1069.webp,[],Unknown
1070,,,Female,Crystal,Unknown,/character/1070.webp,[],Alive
1071,,,Male,Manjula's Father,Unknown,/character/1071.webp,[],Alive
1072,,,Male,Grizzly Shawn,Unknown,/character/1072.webp,[],Alive
1073,,,Male,Cheech Marin,Comedy actorFormer: Weather man,/character/1073.webp,[],Alive
1074,,,Female,Ms. Mellon,Teacher,/character/1074.webp,['A comic book! How did this get mixed in here?'],Alive
1075,,,Female,Ms. Norton,Librarian,/character/1075.webp,['This is not a Kwik-E-Mart!'],Alive
1076,,,Male,Stuart (All's Fair in Oven War),Unknown,/character/1076.webp,[],Alive
1077,,,Male,Roofi,Children's singer,/character/1077.webp,"['One, two, tie your shoe!']",Alive
1078,,,Male,Lowblow,Hired goon,/character/1078.webp,[],Alive
1079,,,Male,Mav,Professional surfer,/character/1079.webp,[],Alive
1080,,,Female,Agnes Flanders,Unknown,/character/1080.webp,[],Alive
1081,,,Male,Itchy & Scratchy robots,Robots at Itchy & Scratchy Land,/character/1081.webp,[],Destroyed Icon
1082,,,Male,Anger Watkins,ESBN analyst,/character/1082.webp,[],Alive
1083,,,Male,Waverly Hills Boy 3,Student at Waverly Hills Elementary School,/character/1083.webp,[],Alive
1084,,,Female,Babysitting Lady,Receptionist for the Rubber Baby Buggy Bumpers Babysitting Service,/character/1084.webp,[],Deceased
1085,,,Male,Aaron Aaronson,Gossiper,/character/1085.webp,[],Alive
1086,,,Male,Cesar,Wine MakerLeather MakerPoetExpert on Mustard,/character/1086.webp,"['My name is César. This is my nephew, Ugolin. You may find life here at the chateau hard, but if you shut up and do exactly what we say, the time will pass more quickly.Do not worry. There is one surefire way to find the Americans. Marco! (Homer: Polo!)']",Alive
1087,,,Unknown,Linguo,Correctional grammar robot,/character/1087.webp,[],Deceased
1088,,,Male,Fireman Skinner,Unknown,/character/1088.webp,['Just call me Fireman Skinner!'],Alive
1089,,,Male,Alfred E. Neuman,Mascot for MAD Magazine,/character/1089.webp,[],Alive
1090,,,Male,Stewie Griffin,Preschool studentSupervillain (formerly)Inventor,/character/1090.webp,"['Hello, Moe? Your sisters being raped!', 'What the Deuce?!']",Alive
1091,,,Unknown,Butterfly,Unknown,/character/1091.webp,[],Alive
1092,,,Male,Mr. McIntyre,School guidance counselor,/character/1092.webp,[],Alive
1093,,,Female,Kako,Conceptual artist,/character/1093.webp,[],Alive
1094,,,Male,Al Simmons,Springfield Nuclear Power Plant executive,/character/1094.webp,[],Alive
1095,,,Male,Alex Trebek (character),Jeopardy! host,/character/1095.webp,[],Deceased
1096,,,Male,Lloyd,Member of the Springfield Preppers,/character/1096.webp,[],Alive
1097,,,Male,Smilin' Joe Fission,Film Strip Commentator,/character/1097.webp,[],Fictional
1098,,,Male,Fernando Vidal,Hired killer,/character/1098.webp,[],Alive
1099,,,Male,Buddy Hodges,Actor,/character/1099.webp,[],Alive
1100,,,Female,Madison McKenna,Attorney,/character/1100.webp,[],Alive
1101,,,Male,Chris Christie,55th Governor of New Jersey,/character/1101.webp,[],Alive
1102,,,Male,Adil Hoxha,StudentSpy,/character/1102.webp,"['Mrs. Simpson, you have been oppressed enough today.  will clear the dishes.']",Alive
1103,,,Unknown,Lord Evilton,Unknown,/character/1103.webp,[],Alive
1104,,,Female,Beatrice,Retired,/character/1104.webp,[],Alive
1105,,,Female,Rosemary Chalmers,Unknown,/character/1105.webp,[],Deceased
1106,,,Male,Supporting Man,Unknown,/character/1106.webp,[],Unknown
